place_id,place_name,city,category,activities,province,duration,budget_level,tourist_type,description,latitude,longitude,image
193,Machhapuchhre Base Camp Trek,Kaski,"Trekking,Adventure,Nature","Hiking,Camping,Mountain Viewing,Photography",Gandaki Province,5-9 Days,High,Both,"Machhapuchhre Base Camp Trek is a scenic Himalayan trekking route in the Annapurna region leading toward the base of the iconic Machhapuchhre (Fishtail) mountain. The trail passes through lush forests, rhododendron landscapes, alpine terrain, and traditional mountain settlements while offering spectacular views of Machhapuchhre and the surrounding Annapurna peaks. Trekkers experience dramatic mountain scenery, peaceful natural environments, and challenging high-altitude terrain. The trek is ideal for travelers seeking an adventurous Himalayan experience with excellent opportunities for photography, mountain viewing, and nature exploration.",28.5300,83.9330,machapuchhre.jpg



38,Supa Deurali Temple,Arghakhanchi,Cultural,"Temple Visit,Sightseeing,Photography",Lumbini Province,1-4 Days,Medium,Both,"Perched dramatically inside a narrow, rocky gorge, this hilltop temple is a legendary pilgrimage site. Dedicated to a powerful Hindu goddess, it is famous for its strict vows and miraculous folklore. The temple is built against a sheer cliff face along a winding mountain highway in Arghakhanchi. The surrounding landscape features deep limestone valleys, lush green ridges, and cascading seasonal waterfalls. Devotees from all over Nepal visit to offer prayers, ring the temple bells, and seek divine blessings. It provides a fascinating glimpse into the deep religious traditions that thrive within Nepal's mid-hill regions.",27.8836,83.0865,Supa-Deurali-Temple.jpg
70,Bardia National Park,Bardia,Wildlife,"Safari,Bird Watching,Canoeing,Photography",Lumbini Province,1-4 Days,Medium,Both,"Bardia National Park is Nepal's largest protected area, covering over 900 square kilometers of pristine lowland forests, grasslands, and riverine ecosystems. The park is famous for its healthy populations of endangered Bengal tigers and Indian rhinoceroses, making it a premier wildlife safari destination. Visitors can explore the park through jeep safaris, guided jungle walks, and canoe trips along the Karnali River. The diverse ecosystem also supports elephants, leopards, sloth bears, Gangetic dolphins, and over 400 species of birds. Unlike the more developed Chitwan National Park, Bardia offers a wilder and more authentic safari experience with fewer tourists. The park is also home to indigenous Tharu communities who share their culture and traditions with visitors through community-based tourism initiatives.",28.386,81.2897,bardia.jpg
39,Resunga Hill,Gulmi,Nature,"Hiking,Sightseeing,Photography",Lumbini Province,1-4 Days,Medium,Both,"Dominating the landscape of the Gulmi district, this majestic hill is a revered natural wonder. The summit is home to a sacred ashram, ancient shrines, and a peaceful meditation center. A modern viewing tower at the top offers sweeping, panoramic views extending from the plains to the Himalayas. The hill slopes are covered in dense, dark forests of pine and rhododendron that are rich in medicinal herbs. It serves as a popular destination for eco-tourism, day hiking, sunrise watching, and bird photography. The crisp, clean mountain air and spiritual vibes make it a deeply refreshing escape.",28.0888,83.2376,resunga .png
35,Kudan Stupa,Kapilvastu,Cultural,"Sightseeing,Meditation,Photography,Cultural Tour",Lumbini Province,1-4 Days,Medium,Both,"Located a short distance from Tilaurakot, this ancient archaeological mound holds deep historical significance. It is traditionally identified as the ancient Nyagrodharama monastery built to welcome Lord Buddha home. Excavations have revealed structural ruins of three ancient brick stupas dating back centuries. It is the poignant site where Buddha famously met his father, King Suddhodhana, after attaining full enlightenment. The peaceful, shaded rural setting allows visitors to contemplate early Buddhist history away from tourist crowds. It is an essential stop for anyone wanting to fully understand the early life of the Buddha.",27.5715,83.0488,kundan stupa.jpg
65,Tilaurakot,Kapilvastu,Cultural,"Sightseeing,Photography,Cultural Tour",Lumbini Province,1-4 Days,Low,Both,"Tilaurakot is an ancient archaeological site believed to be the palace where Prince Siddhartha Gautama spent his early life before becoming the Buddha. Located in Kapilvastu district, this historical site features the remains of extensive fortifications, temples, and residential quarters from the ancient Shakya kingdom. Excavations have uncovered ancient walls, drainage systems, and artifacts dating back over 2,600 years to the time of the Buddha. Visitors can walk through the archaeological complex and explore the sacred gardens, Buddhist meditation sites, and museum housing excavated treasures. The site holds profound religious significance for Buddhists worldwide as a major pilgrimage destination. The peaceful atmosphere and historical importance make Tilaurakot a must-visit cultural heritage site for history enthusiasts and spiritual seekers.",27.5769,83.0464,tilaurakot.jpg
33,Lumbini,Lumbini,"Nature,Cultural","Temple Visit,Meditation,Cultural Tour",Lumbini Province,1-4 Days,Medium,Both,"Recognized worldwide as the birthplace of Siddhartha Gautama, this tranquil site is a premier spiritual center. As a UNESCO World Heritage Site, it attracts millions of peace-seekers and pilgrims from every continent. The heart of the expansive park is the sacred Mayadevi Temple, marking the exact spot of Buddha's birth. Surrounding it are the peaceful Ashoka Pillar, the ancient Sacred Pond, and beautifully landscaped meditation gardens. The greater international monastic zone features dozens of stunning monasteries built by various Buddhist nations worldwide. Its quiet, deeply contemplative atmosphere makes it a global sanctuary for meditation, peace, and historical research.",27.4838,83.276,lumbini.jpg
60,Ramgram Stupa,Nawalparasi,Cultural,"Temple Visit,Meditation,Sightseeing",Lumbini Province,1-4 Days,Low,Both,"Ramgram Stupa is one of the most ancient and sacred Buddhist pilgrimage sites in Nepal, located in the Nawalparasi district. According to Buddhist tradition, this stupa holds the relics of Lord Buddha, making it an immensely important site for devotees worldwide. The stupa dates back over 2,500 years and is one of the eight original stupas built to house Buddha's corporeal relics. The peaceful surroundings feature a serene pond and beautifully landscaped gardens ideal for meditation and quiet contemplation. Archaeological excavations have uncovered ancient bricks, artifacts, and inscriptions adding historical significance to the site. Despite its tremendous religious importance, Ramgram Stupa remains relatively undiscovered, offering a peaceful spiritual experience away from the crowds of Lumbini.",27.5354,83.6668,ramgram.jpg
36,Banke National Park,Nepalgunj,Wildlife,"Safari,Bird Watching,Photography",Lumbini Province,1-4 Days,Medium,Both,"Established specifically to protect endangered wildlife, this park is a vital conservation landscape. It forms a crucial part of the tiger conservation network, linking with the larger Bardia National Park. The park terrain features dry deciduous forests, clay floodplains, and the rolling hills of the Churia range. It provides an important sanctuary for royal Bengal tigers, four-horned antelopes, and wild Asian elephants. The area is also highly valued for its rich avian diversity, making it excellent for birdwatching. It offers a raw, developing safari experience that appeals greatly to intrepid wildlife lovers.",28.3065,81.9128,banke national park.jpg
40,The Guerrilla Trek,Rolpa,Trekking,"Hiking,Camping,Cultural Tour",Lumbini Province,10+ Days,High,Both,"Winding through the rugged, isolated hills of western Nepal, this historic trail offers an epic journey. The route retraces the hidden paths and base camps used during the decade-long civil conflict. It passes through authentic, untouched villages belonging to the Magar community, showcasing their unique culture. Trekkers experience raw, dramatic landscapes ranging from deep pine gorges to high, open alpine pastures. The trek focuses heavily on community-based tourism, with visitors staying in simple, local village homestays. It is a highly specialized trek that beautifully combines recent political history, rich culture, and wilderness exploration.",28.22,82.78,guerilla trek.jpg
61,Rukum Eastern Hills,Rukum East,Trekking,"Hiking,Camping,Photography",Lumbini Province,5-9 Days,Medium,Both,"Rukum Eastern Hills is a scenic trekking destination in the remote hills of western Nepal, offering authentic cultural experiences and beautiful landscapes. The trekking routes pass through traditional villages inhabited by Magar, Chhetri, and Dalit communities living in harmony with nature. Spectacular Himalayan views of Dhaulagiri and other peaks can be enjoyed from various high points along the undulating ridges. Trekkers experience rich cultural traditions including local festivals, traditional music, and authentic cuisine unique to this region. The trail winds through terraced farmlands, dense forests, and pristine streams offering peaceful hiking experiences. The area's relative isolation ensures an immersive cultural and natural adventure away from the well-trodden tourist trails.",28.687,82.65,rukumeasternhills.jpg
64,Tansen Durbar,Tansen,Cultural,"Sightseeing,Photography,Cultural Tour",Lumbini Province,1-4 Days,Medium,Both,"Tansen Durbar is a magnificent palace complex located in the historic hill town of Tansen, the former capital of the Palpa kingdom. The palace represents a blend of Nepali and Mughal architectural styles, reflecting the cultural exchange that occurred during the region's prosperous trading era. Visitors can explore the palace's grand halls, intricate wooden windows, and beautifully maintained courtyards showcasing aristocratic life. The surrounding town of Tansen offers panoramic mountain views and well-preserved Newari architecture dating back centuries. The palace grounds provide stunning viewpoints overlooking the Tinau River valley and distant Himalayan peaks. A visit to Tansen Durbar offers a journey through the rich history and architectural heritage of central Nepal.",27.8674,83.5463,tansen.jpg
71,Bulbule Lake,Birendranagar,Nature,"Sightseeing,Boating,Photography",Karnali Province,1-4 Days,Medium,Both,"Bulbule Lake is a picturesque freshwater lake located in the heart of Birendranagar, the capital of Karnali Province in Surkhet valley. The lake is a popular recreational spot surrounded by beautifully landscaped gardens, walking paths, and pavilions perfect for relaxation. Visitors can enjoy traditional boating experiences while observing diverse water birds that visit the lake throughout the year. The surrounding area features well-maintained park facilities including children's play areas, picnic spots, and food stalls serving local snacks. The lake serves as a social gathering place for locals and tourists, especially during festivals and weekend evenings. Its central location and tranquil atmosphere make Bulbule Lake an ideal stop for travelers exploring the Surkhet region.",28.6015,81.6338,bulbule.jpg
76,Dolpo Trek,Dolpa,Trekking,"Hiking,Camping,Photography",Karnali Province,10+ Days,High,Both,"The Dolpo Trek is one of Nepal's most remote and culturally rich Himalayan adventures, exploring the high-altitude desert landscapes of Dolpa district. This challenging trek passes through the ancient kingdom of Lo, visiting medieval villages with Tibetan Buddhist monasteries perched dramatically on hillsides. Trekkers cross high mountain passes, including the legendary Jeng La Pass (5,509m), offering spectacular views of the Kanjiroba Himal range. The trail showcases unique landscapes reminiscent of the Tibetan Plateau, with pristine lakes, rolling hills, and dramatic rock formations. The region's isolation has preserved traditional Tibetan Buddhist culture and lifestyles remarkably well, offering authentic cultural immersion. This demanding expedition requires proper acclimatization and preparation but rewards adventurers with unparalleled natural beauty and cultural richness.",29.16,82.95,dolpotrek.jpg
63,Shey Phoksundo Lake,Dolpa,Nature,"Camping,Hiking,Photography",Karnali Province,5-9 Days,High,Both,"Shey Phoksundo Lake is the deepest lake in Nepal and a spectacular natural wonder within Shey Phoksundo National Park in Dolpa district. The lake's crystal-clear turquoise water contrasts dramatically with the surrounding arid cliffs and rugged Himalayan landscapes, creating breathtaking vistas. It is situated at an altitude of 3,611 meters and stretches over 4.8 kilometers in length, considered sacred by both Hindus and Buddhists. The region features unique desert-like landscapes with ancient Tibetan Buddhist monasteries perched on surrounding hilltops. Villagers in nearby settlements practice traditional lifestyles and Tibetan Buddhism, offering immersive cultural experiences for adventurous travelers. Getting to this remote paradise requires multi-day trekking but rewards visitors with unparalleled beauty and profound serenity.",29.2038,82.9626,sheyphoksundo.jpg
67,Tripura Sundari Temple,Dolpa,Cultural,"Temple Visit,Pilgrimage,Sightseeing",Karnali Province,1-4 Days,Medium,Both,"Tripura Sundari Temple is a sacred Hindu temple situated in the remote Karnali region of Dolpa district, far-western Nepal. This temple is dedicated to Goddess Tripura Sundari, a powerful manifestation of Goddess Durga worshipped by local communities with great devotion. The temple features intricate stone carvings and traditional architectural elements typical of far-western Nepali temple design. Pilgrims from across the region make difficult journeys through challenging terrain to offer prayers at this sacred site. The temple is especially active during major festivals like Dashain when elaborate ceremonies and celebrations take place. Its remote location amidst stunning landscapes adds to the spiritual journey, making the pilgrimage deeply rewarding for devotees.",29.083,82.85,Tripura.jpg
54,Kanjiroba Base Camp,Jumla,Trekking,"Hiking,Camping,Photography",Karnali Province,10+ Days,High,Both,"The Kanjiroba Base Camp Trek takes adventurers to the remote mountains of Jumla District in Nepal's far-western Karnali region. This challenging expedition follows ancient trade routes through traditional villages inhabited by the indigenous people of the high Himalayas. The trail offers spectacular views of Kanjiroba Himal (6,883m) and surrounding peaks, including Patrasi Himal and other lesser-known giants. Trekkers pass through diverse landscapes from subtropical forests to alpine meadows and rugged glacial terrain. The area's isolation ensures pristine environments and authentic cultural experiences with minimal tourist infrastructure. This demanding trek is reserved for experienced mountaineers seeking a true Himalayan wilderness adventure away from crowded routes.",29.3475,82.51,kanjirobabasecamp.jpg
41,Rara Lake,Mugu,Nature,"Hiking,Camping,Photography",Karnali Province,5-9 Days,High,Both,"Holding the title of Nepal's largest and deepest freshwater lake, this alpine gem is breathtaking. Perched at an altitude of 2,990 meters, its deep blue waters change colors throughout the day. The entire lake is surrounded by the pristine pine, spruce, and juniper forests of Rara National Park. The snow-capped peaks of the western Himalayas form a dramatic, postcard-perfect backdrop around the water. The area is highly isolated, requiring a multi-day journey that preserves its pure, untouched wilderness state. Visitors can enjoy lakeside camping, horseback riding, nature photography, and spotting rare migratory waterfowl.",29.5285,82.0783,rara.jpeg
42,Baidyanath Dham,Achham,Cultural,"Temple Visit,Pilgrimage,Photography",Sudurpashchim Province,1-4 Days,High,Both,"Situated at the holy confluence of the Vriddha Ganga and Kailash rivers, this shrine is ancient. It is revered as one of the most significant and historic Shiva pilgrimage sites in western Nepal. The temple architecture features beautiful stone carvings and traditional artistic styles typical of the region. Local mythology associates the site with ancient Vedic legends and the legendary journeys of the Pandavas. It attracts thousands of devout pilgrims during the major Maha Shivaratri festival for holy baths and prayers. The serene, riverside setting offers a deeply peaceful environment for cultural and spiritual reflection.",29.053,81.253,Baidyanath Dham.jpg
44,Saipal Base Camp Trek,Bajhang,Trekking,"Hiking,Camping,Photography",Sudurpashchim Province,10+ Days,High,Both,"The Saipal Base Camp Trek is a remote and challenging Himalayan adventure in the far-western region of Nepal. This expedition takes trekkers through pristine forests, traditional villages, and rugged mountain terrain to the base of Mount Saipal (7,031m). The trail winds through dense rhododendron and pine forests, offering glimpses of rare wildlife including Himalayan tahrs and musk deer. Along the way, trekkers experience the warm hospitality of the indigenous communities living in isolated mountain settlements. The breathtaking views of the Saipal Himal range and neighboring peaks reward those who complete this demanding trek. This off-the-beaten-path destination remains one of Nepal's best-kept trekking secrets.",30.11,81.17,saipal base camp.jpg
49,Surma Sarovar,Bajhang,Nature,"Hiking,Camping,Photography",Sudurpashchim Province,5-9 Days,High,Both,"Surma Sarovar is a sacred alpine lake nestled in the remote mountains of Bajhang District in far-western Nepal. Situated at high altitude, this pristine lake reflects the surrounding snow-capped peaks, creating a spectacular mirror-like vista that captivates all visitors. The lake holds religious significance for local communities who believe it is a sacred site blessed by deities and spirits. Pilgrims and trekkers make the challenging journey to Surma Sarovar during specific times of the year to perform rituals and offer prayers at its shores. The surrounding landscape features rugged mountain terrain, colorful wildflowers during summer, and spectacular autumn foliage. Adventure seekers combine their pilgrimage with trekking and camping, making this a truly unforgettable Himalayan experience.",29.92,81.52,surma sarovar.webp
45,Api Himal Base Camp Trek,Darchula,Trekking,"Hiking,Camping,Photography",Sudurpashchim Province,10+ Days,High,Both,"The Api Himal Base Camp Trek is an extraordinary wilderness journey to the foot of Mount Api (7,132m) in Nepal's far-western Darchula district. This remote expedition traverses pristine alpine landscapes, dense forests, and traditional villages inhabited by the Byansi and other indigenous communities. The trail offers spectacular views of the Api-Nampa range, with dramatic glaciers and snow-capped peaks creating a breathtaking backdrop. Trekkers encounter diverse flora and fauna along the route, including rare medicinal herbs and wildlife species. The cultural immersion with local communities provides insight into their unique traditions, lifestyles, and ancient trade connections. This challenging trek is ideal for seasoned adventurers seeking solitude and unspoiled Himalayan beauty.",30.026,80.92,api_himal.webp
43,Garva Durbar,Kailali,Cultural,"Historical Tour,Sightseeing,Photography",Sudurpashchim Province,1-4 Days,Medium,Both,"Garva Durbar is a historic royal palace located in the Kailali District of far-western Nepal. Built during the reign of the Rana dynasty, this architectural gem showcases traditional Nepali palace design with intricate woodwork and spacious courtyards. The palace served as an administrative center and royal residence, playing a significant role in the region's political history. Visitors can explore the well-preserved halls, antique furnishings, and historical artifacts that reflect the grandeur of Nepal's aristocratic past. The surrounding gardens and manicured lawns offer a peaceful retreat for leisurely strolls. Today, the palace stands as a proud reminder of Kailali's rich cultural and historical heritage.",28.7015,80.593,Garva-Durbar-2.jpg
50,Dodhara Chadani Bridge,Kanchanpur,Adventure,"Sightseeing,Photography,Bridge Walk",Sudurpashchim Province,1-4 Days,Medium,Both,"The Dodhara Chadani Bridge is a remarkable engineering marvel and one of Nepal's longest suspension bridges spanning the Mahakali River. This impressive structure connects remote communities in Kanchanpur district, providing vital year-round access for trade, education, and healthcare services. The bridge offers breathtaking views of the Mahakali River below and the lush green landscapes of far-western Nepal. Visitors can walk across the suspended pathway, experiencing the gentle sway of the bridge while taking in panoramic scenery. The bridge serves as a lifeline for local residents who previously faced dangerous river crossings during monsoon seasons. Beyond its functional importance, the Dodhara Chadani Bridge has become a notable tourist attraction and popular photography spot.",28.98,80.16,dodhara chadani.jpg
51,Mahakali River Rafting,Kanchanpur,Adventure,"Rafting,Camping",Sudurpashchim Province,1-4 Days,High,Both,"Mahakali River Rafting offers thrilling white-water adventures through the remote canyons and valleys of far-western Nepal. The river forms the natural border between Nepal and India, providing rafters with spectacular views of both countries' landscapes. This exciting expedition takes you through Class III-IV rapids, challenging even experienced rafters with its intense water surges and technical passages. The journey passes through pristine forests, isolated villages, and dramatic gorges carved through the Himalayan foothills. Rafters can enjoy camping on sandy river beaches under starry skies, perfect for outdoor enthusiasts. The combination of adrenaline-pumping rapids and untouched natural beauty makes Mahakali River Rafting a premier adventure destination in Nepal.",29.04,80.32,mahakali river rafting.webp
46,Khaptad National Park,Khaptad,Nature,"Hiking,Meditation,Nature Walk,Camping",Sudurpashchim Province,5-9 Days,Medium,Both,"Khaptad National Park is a serene and spiritually significant protected area spread across the far-western hills of Nepal. The park is named after the famous sage Khaptad Baba who meditated here for decades and established a spiritual ashram. Its unique ecosystem features rolling green meadows, dense forests of oak and rhododendron, and pristine wetlands teeming with birdlife. Visitors can explore the park's numerous hiking trails, meditate in tranquil surroundings, and observe diverse wildlife including barking deer, leopard, and over 270 bird species. The park holds deep religious significance for Hindus and Buddhists who visit sacred sites like the Triveni Temple and Khaptad Daha. The peaceful atmosphere and stunning natural beauty make Khaptad a perfect destination for nature lovers and spiritual seekers alike.",29.3774,81.14,khaptad.jpg
47,Shuklaphanta National Park,Mahendranagar,Wildlife,"Safari,Bird Watching,Photography",Sudurpashchim Province,1-4 Days,Medium,Both,"Shuklaphanta National Park is a vital wildlife sanctuary located in far-western Nepal, known for its vast grasslands and diverse ecosystem. The park is particularly famous for its population of swamp deer, which graze across the open plains and can be seen in large herds during wildlife safaris. Visitors can explore the park through jeep safaris, elephant-back rides, and guided nature walks to observe its incredible biodiversity. The wetlands and forests provide habitat for Bengal tigers, Indian rhinoceroses, elephants, and over 350 species of birds. The scenic landscape of grasslands, sal forests, and riverine ecosystems creates stunning opportunities for wildlife photography. Birdwatchers flock here especially during the winter months to spot migratory species and rare residents like the Bengal florican.",28.8392,80.2156,shuklaphanta.jpg
48,Tikapur Park,Tikapur,Nature,"Sightseeing,Boating,Photography",Sudurpashchim Province,1-4 Days,Medium,Both,"Tikapur Park is a beloved recreational destination situated in the town of Tikapur along the Karnali River in far-western Nepal. The park features beautifully landscaped gardens, shady trees, and well-maintained walking paths perfect for family picnics and leisurely outings. Boating facilities are available on the serene ponds, offering visitors a chance to relax while taking in the tranquil surroundings. Children can enjoy the playground equipment while adults unwind in the peaceful atmosphere away from the bustling town. The park also serves as a community gathering place for festivals, celebrations, and cultural events throughout the year. With its scenic beauty and recreational amenities, Tikapur Park remains a cherished spot for both locals and tourists visiting the region.",28.5282,81.1178,tikapur park.jpg
